family,input_profile,populated_slots,population,reason,split,vocabulary_profile
symmetric,factorized,13390,existing_sample,role,test,existing_train_val_minocc100
type,factorized,21,existing_sample,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
type,factorized,4,existing_sample,local_constraint_parameter,test,existing_train_val_minocc100
type,factorized,66,existing_sample,missing_role_present_local_neighbor,test,existing_train_val_minocc100
type,factorized,27940,existing_sample,output_constant,test,existing_train_val_minocc100
type,factorized,629,existing_sample,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
type,factorized,17351,existing_sample,role,test,existing_train_val_minocc100
valueRequiresStatement,factorized,37,existing_sample,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
valueRequiresStatement,factorized,2,existing_sample,local_constraint_parameter,test,existing_train_val_minocc100
valueRequiresStatement,factorized,122,existing_sample,missing_role_present_local_neighbor,test,existing_train_val_minocc100
valueRequiresStatement,factorized,22056,existing_sample,output_constant,test,existing_train_val_minocc100
valueRequiresStatement,factorized,2359,existing_sample,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
valueRequiresStatement,factorized,21402,existing_sample,role,test,existing_train_val_minocc100
valueType,factorized,12,existing_sample,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
valueType,factorized,5,existing_sample,local_constraint_parameter,test,existing_train_val_minocc100
valueType,factorized,58,existing_sample,missing_role_present_local_neighbor,test,existing_train_val_minocc100
valueType,factorized,28904,existing_sample,output_constant,test,existing_train_val_minocc100
valueType,factorized,528,existing_sample,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
valueType,factorized,16210,existing_sample,role,test,existing_train_val_minocc100
conflictWith,factorized,132,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
conflictWith,factorized,10514,existing_sample,output_constant,train,existing_train_val_minocc100
conflictWith,factorized,4087,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
conflictWith,factorized,234063,existing_sample,role,train,existing_train_val_minocc100
distinct,factorized,9,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
distinct,factorized,4601,existing_sample,output_constant,train,existing_train_val_minocc100
distinct,factorized,4624,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
distinct,factorized,497697,existing_sample,role,train,existing_train_val_minocc100
inverse,factorized,105,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
inverse,factorized,44214,existing_sample,output_constant,train,existing_train_val_minocc100
inverse,factorized,965,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
inverse,factorized,107107,existing_sample,role,train,existing_train_val_minocc100
itemRequiresStatement,factorized,1435,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
itemRequiresStatement,factorized,105714,existing_sample,output_constant,train,existing_train_val_minocc100
itemRequiresStatement,factorized,29923,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
itemRequiresStatement,factorized,74149,existing_sample,role,train,existing_train_val_minocc100
oneOf,factorized,3507,existing_sample,output_constant,train,existing_train_val_minocc100
oneOf,factorized,33,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
oneOf,factorized,21474,existing_sample,role,train,existing_train_val_minocc100
single,factorized,618,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
single,factorized,2486,existing_sample,output_constant,train,existing_train_val_minocc100
single,factorized,10237,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
single,factorized,275031,existing_sample,role,train,existing_train_val_minocc100
symmetric,factorized,31,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
symmetric,factorized,72,existing_sample,output_constant,train,existing_train_val_minocc100
symmetric,factorized,283,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
symmetric,factorized,63007,existing_sample,role,train,existing_train_val_minocc100
type,factorized,258,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
type,factorized,130406,existing_sample,output_constant,train,existing_train_val_minocc100
type,factorized,2947,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
type,factorized,80868,existing_sample,role,train,existing_train_val_minocc100
valueRequiresStatement,factorized,542,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
valueRequiresStatement,factorized,103216,existing_sample,output_constant,train,existing_train_val_minocc100
valueRequiresStatement,factorized,11194,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
valueRequiresStatement,factorized,99845,existing_sample,role,train,existing_train_val_minocc100
valueType,factorized,268,existing_sample,missing_role_present_local_neighbor,train,existing_train_val_minocc100
valueType,factorized,134810,existing_sample,output_constant,train,existing_train_val_minocc100
valueType,factorized,2466,existing_sample,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
valueType,factorized,76011,existing_sample,role,train,existing_train_val_minocc100
conflictWith,factorized,30,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
conflictWith,factorized,2273,existing_sample,output_constant,val,existing_train_val_minocc100
conflictWith,factorized,850,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
conflictWith,factorized,50271,existing_sample,role,val,existing_train_val_minocc100
distinct,factorized,1,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
distinct,factorized,967,existing_sample,output_constant,val,existing_train_val_minocc100
distinct,factorized,957,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
distinct,factorized,106549,existing_sample,role,val,existing_train_val_minocc100
inverse,factorized,23,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
inverse,factorized,9470,existing_sample,output_constant,val,existing_train_val_minocc100
inverse,factorized,202,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
inverse,factorized,22804,existing_sample,role,val,existing_train_val_minocc100
itemRequiresStatement,factorized,303,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
itemRequiresStatement,factorized,22727,existing_sample,output_constant,val,existing_train_val_minocc100
itemRequiresStatement,factorized,6326,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
itemRequiresStatement,factorized,15821,existing_sample,role,val,existing_train_val_minocc100
oneOf,factorized,726,existing_sample,output_constant,val,existing_train_val_minocc100
oneOf,factorized,9,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
oneOf,factorized,4557,existing_sample,role,val,existing_train_val_minocc100
single,factorized,137,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
single,factorized,572,existing_sample,output_constant,val,existing_train_val_minocc100
single,factorized,2147,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
single,factorized,58899,existing_sample,role,val,existing_train_val_minocc100
symmetric,factorized,11,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
symmetric,factorized,15,existing_sample,output_constant,val,existing_train_val_minocc100
symmetric,factorized,48,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
symmetric,factorized,13591,existing_sample,role,val,existing_train_val_minocc100
type,factorized,40,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
type,factorized,27934,existing_sample,output_constant,val,existing_train_val_minocc100
type,factorized,611,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
type,factorized,17303,existing_sample,role,val,existing_train_val_minocc100
valueRequiresStatement,factorized,95,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
valueRequiresStatement,factorized,22144,existing_sample,output_constant,val,existing_train_val_minocc100
valueRequiresStatement,factorized,2428,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
valueRequiresStatement,factorized,21392,existing_sample,role,val,existing_train_val_minocc100
valueType,factorized,67,existing_sample,missing_role_present_local_neighbor,val,existing_train_val_minocc100
valueType,factorized,28866,existing_sample,output_constant,val,existing_train_val_minocc100
valueType,factorized,522,existing_sample,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
valueType,factorized,16352,existing_sample,role,val,existing_train_val_minocc100
overall,passive,369,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
overall,passive,36,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
overall,passive,4858,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
overall,passive,770543,existing_sample,output_constant,overall,clean_parent_train_minocc100
overall,passive,95157,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
overall,passive,2184480,existing_sample,role,overall,clean_parent_train_minocc100
overall,passive,180,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
overall,passive,13,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
overall,passive,732,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
overall,passive,115542,existing_sample,output_constant,test,clean_parent_train_minocc100
overall,passive,14298,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
overall,passive,327689,existing_sample,role,test,clean_parent_train_minocc100
overall,passive,3398,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
overall,passive,539540,existing_sample,output_constant,train,clean_parent_train_minocc100
overall,passive,66759,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
overall,passive,1529252,existing_sample,role,train,clean_parent_train_minocc100
overall,passive,189,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
overall,passive,23,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
overall,passive,728,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
overall,passive,115461,existing_sample,output_constant,val,clean_parent_train_minocc100
overall,passive,14100,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
overall,passive,327539,existing_sample,role,val,clean_parent_train_minocc100
conflictWith,passive,12,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
conflictWith,passive,3,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
conflictWith,passive,195,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
conflictWith,passive,15069,existing_sample,output_constant,overall,clean_parent_train_minocc100
conflictWith,passive,5805,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
conflictWith,passive,334587,existing_sample,role,overall,clean_parent_train_minocc100
distinct,passive,3,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
distinct,passive,10,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
distinct,passive,6576,existing_sample,output_constant,overall,clean_parent_train_minocc100
distinct,passive,6586,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
distinct,passive,710974,existing_sample,role,overall,clean_parent_train_minocc100
inverse,passive,10,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
inverse,passive,152,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
inverse,passive,63177,existing_sample,output_constant,overall,clean_parent_train_minocc100
inverse,passive,1344,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
inverse,passive,152802,existing_sample,role,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,180,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,17,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,2045,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,150868,existing_sample,output_constant,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,42689,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,105803,existing_sample,role,overall,clean_parent_train_minocc100
oneOf,passive,2,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
oneOf,passive,12,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
oneOf,passive,1,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
oneOf,passive,4989,existing_sample,output_constant,overall,clean_parent_train_minocc100
oneOf,passive,50,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
oneOf,passive,30673,existing_sample,role,overall,clean_parent_train_minocc100
single,passive,63,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
single,passive,1,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
single,passive,885,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
single,passive,3517,existing_sample,output_constant,overall,clean_parent_train_minocc100
single,passive,14614,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
single,passive,392919,existing_sample,role,overall,clean_parent_train_minocc100
symmetric,passive,6,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
symmetric,passive,47,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
symmetric,passive,93,existing_sample,output_constant,overall,clean_parent_train_minocc100
symmetric,passive,385,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
symmetric,passive,89988,existing_sample,role,overall,clean_parent_train_minocc100
type,passive,26,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
type,passive,2,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
type,passive,366,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
type,passive,186275,existing_sample,output_constant,overall,clean_parent_train_minocc100
type,passive,4187,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
type,passive,115522,existing_sample,role,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,52,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,764,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,147398,existing_sample,output_constant,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,15981,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,142639,existing_sample,role,overall,clean_parent_train_minocc100
valueType,passive,15,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueType,passive,1,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
valueType,passive,393,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueType,passive,192581,existing_sample,output_constant,overall,clean_parent_train_minocc100
valueType,passive,3516,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueType,passive,108573,existing_sample,role,overall,clean_parent_train_minocc100
conflictWith,passive,7,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
conflictWith,passive,1,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
conflictWith,passive,30,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
conflictWith,passive,2292,existing_sample,output_constant,test,clean_parent_train_minocc100
conflictWith,passive,868,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
conflictWith,passive,50253,existing_sample,role,test,clean_parent_train_minocc100
distinct,passive,1,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
distinct,passive,1010,existing_sample,output_constant,test,clean_parent_train_minocc100
distinct,passive,1005,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
distinct,passive,106728,existing_sample,role,test,clean_parent_train_minocc100
inverse,passive,5,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
inverse,passive,22,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
inverse,passive,9500,existing_sample,output_constant,test,clean_parent_train_minocc100
inverse,passive,177,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
inverse,passive,22891,existing_sample,role,test,clean_parent_train_minocc100
itemRequiresStatement,passive,83,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
itemRequiresStatement,passive,8,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
itemRequiresStatement,passive,305,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
itemRequiresStatement,passive,22535,existing_sample,output_constant,test,clean_parent_train_minocc100
itemRequiresStatement,passive,6440,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
itemRequiresStatement,passive,15833,existing_sample,role,test,clean_parent_train_minocc100
oneOf,passive,2,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
oneOf,passive,3,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
oneOf,passive,1,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
oneOf,passive,765,existing_sample,output_constant,test,clean_parent_train_minocc100
oneOf,passive,8,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
oneOf,passive,4642,existing_sample,role,test,clean_parent_train_minocc100
single,passive,32,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
single,passive,128,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
single,passive,493,existing_sample,output_constant,test,clean_parent_train_minocc100
single,passive,2230,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
single,passive,58989,existing_sample,role,test,clean_parent_train_minocc100
symmetric,passive,4,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
symmetric,passive,4,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
symmetric,passive,9,existing_sample,output_constant,test,clean_parent_train_minocc100
symmetric,passive,54,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
symmetric,passive,13390,existing_sample,role,test,clean_parent_train_minocc100
type,passive,14,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
type,passive,1,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
type,passive,65,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
type,passive,27951,existing_sample,output_constant,test,clean_parent_train_minocc100
type,passive,629,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
type,passive,17351,existing_sample,role,test,clean_parent_train_minocc100
valueRequiresStatement,passive,25,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueRequiresStatement,passive,120,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueRequiresStatement,passive,22072,existing_sample,output_constant,test,clean_parent_train_minocc100
valueRequiresStatement,passive,2359,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueRequiresStatement,passive,21402,existing_sample,role,test,clean_parent_train_minocc100
valueType,passive,7,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueType,passive,57,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueType,passive,28915,existing_sample,output_constant,test,clean_parent_train_minocc100
valueType,passive,528,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueType,passive,16210,existing_sample,role,test,clean_parent_train_minocc100
conflictWith,passive,132,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
conflictWith,passive,10514,existing_sample,output_constant,train,clean_parent_train_minocc100
conflictWith,passive,4087,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
conflictWith,passive,234063,existing_sample,role,train,clean_parent_train_minocc100
distinct,passive,9,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
distinct,passive,4601,existing_sample,output_constant,train,clean_parent_train_minocc100
distinct,passive,4624,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
distinct,passive,497697,existing_sample,role,train,clean_parent_train_minocc100
inverse,passive,105,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
inverse,passive,44214,existing_sample,output_constant,train,clean_parent_train_minocc100
inverse,passive,965,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
inverse,passive,107107,existing_sample,role,train,clean_parent_train_minocc100
itemRequiresStatement,passive,1435,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
itemRequiresStatement,passive,105714,existing_sample,output_constant,train,clean_parent_train_minocc100
itemRequiresStatement,passive,29923,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
itemRequiresStatement,passive,74149,existing_sample,role,train,clean_parent_train_minocc100
oneOf,passive,3507,existing_sample,output_constant,train,clean_parent_train_minocc100
oneOf,passive,33,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
oneOf,passive,21474,existing_sample,role,train,clean_parent_train_minocc100
single,passive,618,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
single,passive,2486,existing_sample,output_constant,train,clean_parent_train_minocc100
single,passive,10237,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
single,passive,275031,existing_sample,role,train,clean_parent_train_minocc100
symmetric,passive,31,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
symmetric,passive,72,existing_sample,output_constant,train,clean_parent_train_minocc100
symmetric,passive,283,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
symmetric,passive,63007,existing_sample,role,train,clean_parent_train_minocc100
type,passive,258,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
type,passive,130406,existing_sample,output_constant,train,clean_parent_train_minocc100
type,passive,2947,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
type,passive,80868,existing_sample,role,train,clean_parent_train_minocc100
valueRequiresStatement,passive,542,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueRequiresStatement,passive,103216,existing_sample,output_constant,train,clean_parent_train_minocc100
valueRequiresStatement,passive,11194,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueRequiresStatement,passive,99845,existing_sample,role,train,clean_parent_train_minocc100
valueType,passive,268,existing_sample,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueType,passive,134810,existing_sample,output_constant,train,clean_parent_train_minocc100
valueType,passive,2466,existing_sample,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueType,passive,76011,existing_sample,role,train,clean_parent_train_minocc100
conflictWith,passive,5,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
conflictWith,passive,2,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
conflictWith,passive,33,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
conflictWith,passive,2263,existing_sample,output_constant,val,clean_parent_train_minocc100
conflictWith,passive,850,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
conflictWith,passive,50271,existing_sample,role,val,clean_parent_train_minocc100
distinct,passive,2,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
distinct,passive,1,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
distinct,passive,965,existing_sample,output_constant,val,clean_parent_train_minocc100
distinct,passive,957,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
distinct,passive,106549,existing_sample,role,val,clean_parent_train_minocc100
inverse,passive,5,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
inverse,passive,25,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
inverse,passive,9463,existing_sample,output_constant,val,clean_parent_train_minocc100
inverse,passive,202,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
inverse,passive,22804,existing_sample,role,val,clean_parent_train_minocc100
itemRequiresStatement,passive,97,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
itemRequiresStatement,passive,9,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
itemRequiresStatement,passive,305,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
itemRequiresStatement,passive,22619,existing_sample,output_constant,val,clean_parent_train_minocc100
itemRequiresStatement,passive,6326,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
itemRequiresStatement,passive,15821,existing_sample,role,val,clean_parent_train_minocc100
oneOf,passive,9,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
oneOf,passive,717,existing_sample,output_constant,val,clean_parent_train_minocc100
oneOf,passive,9,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
oneOf,passive,4557,existing_sample,role,val,clean_parent_train_minocc100
single,passive,31,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
single,passive,1,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
single,passive,139,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
single,passive,538,existing_sample,output_constant,val,clean_parent_train_minocc100
single,passive,2147,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
single,passive,58899,existing_sample,role,val,clean_parent_train_minocc100
symmetric,passive,2,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
symmetric,passive,12,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
symmetric,passive,12,existing_sample,output_constant,val,clean_parent_train_minocc100
symmetric,passive,48,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
symmetric,passive,13591,existing_sample,role,val,clean_parent_train_minocc100
type,passive,12,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
type,passive,1,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
type,passive,43,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
type,passive,27918,existing_sample,output_constant,val,clean_parent_train_minocc100
type,passive,611,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
type,passive,17303,existing_sample,role,val,clean_parent_train_minocc100
valueRequiresStatement,passive,27,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueRequiresStatement,passive,102,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueRequiresStatement,passive,22110,existing_sample,output_constant,val,clean_parent_train_minocc100
valueRequiresStatement,passive,2428,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueRequiresStatement,passive,21392,existing_sample,role,val,clean_parent_train_minocc100
valueType,passive,8,existing_sample,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueType,passive,1,existing_sample,local_constraint_parameter,val,clean_parent_train_minocc100
valueType,passive,68,existing_sample,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueType,passive,28856,existing_sample,output_constant,val,clean_parent_train_minocc100
valueType,passive,522,existing_sample,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueType,passive,16352,existing_sample,role,val,clean_parent_train_minocc100
overall,factorized,335,existing_sample,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
overall,factorized,70,existing_sample,local_constraint_parameter,overall,clean_parent_train_minocc100
overall,factorized,4858,existing_sample,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
overall,factorized,770543,existing_sample,output_constant,overall,clean_parent_train_minocc100
overall,factorized,95157,existing_sample,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
overall,factorized,2184480,existing_sample,role,overall,clean_parent_train_minocc100
overall,factorized,164,existing_sample,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
overall,factorized,29,existing_sample,local_constraint_parameter,test,clean_parent_train_minocc100
overall,factorized,732,existing_sample,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
overall,factorized,115542,existing_sample,output_constant,test,clean_parent_train_minocc100
overall,factorized,14298,existing_sample,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
overall,factorized,327689,existing_sample,role,test,clean_parent_train_minocc100
