index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_events,oracle_events,non_vacuous_oracle_events
346,70810,oneOf,1,51,11,32,,"[74195, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 63, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 63, ""numerator"": 29}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 33, ""numerator"": 0}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 63, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 67, ""numerator"": 35}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 33, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
347,66339,valueRequiresStatement,1,41,1,32,,"[74215, 74214, 98365, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 37, ""numerator"": 33}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 48}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
349,64245,valueType,1,47,7,36,,"[74215, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 56, ""numerator"": 51}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 0}, ""srr"": {""denominator"": 51, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 64, ""numerator"": 61}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 2}, ""srr"": {""denominator"": 51, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
350,51438,type,1,44,4,32,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 60, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 60, ""numerator"": 57}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 3, ""numerator"": 0}, ""srr"": {""denominator"": 57, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 60, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 68, ""numerator"": 65}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 3, ""numerator"": 0}, ""srr"": {""denominator"": 57, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
353,52216,conflictWith,1,43,23,24,25,"[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74197]",0,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 15}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 15, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 29, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 11, ""numerator"": 2}, ""srr"": {""denominator"": 15, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 17}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 11, ""numerator"": 1}, ""srr"": {""denominator"": 15, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
355,62765,itemRequiresStatement,1,41,1,29,,"[74195, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 15, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
358,56099,itemRequiresStatement,1,41,1,19,19,"[74195, 29923, 30002, 0, 0, 0]","[74195, 29963, 30002, 0, 0, 0]","[74195, 29963, 30002, 0, 0, 0]",0,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 9, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 9, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 8, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 8, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 8, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 8, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
359,56490,valueRequiresStatement,1,41,1,30,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 8}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 12, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 8}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
360,56490,valueRequiresStatement,1,41,1,30,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 8, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 8, ""numerator"": 1}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 0}, ""srr"": {""denominator"": 1, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 8, ""numerator"": 7}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 9, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 7}, ""srr"": {""denominator"": 1, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
361,65152,single,1,41,1,33,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 46, ""numerator"": 41}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 0}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 0}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
364,66337,conflictWith,1,43,23,30,,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74197]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 6}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 12, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 6, ""numerator"": 3}, ""srr"": {""denominator"": 5, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
365,58453,inverse,1,42,2,32,,"[74215, 32015, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 3, ""numerator"": 1}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 3, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 1}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
370,63621,single,1,42,22,22,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 47, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 38}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 21, ""numerator"": 0}, ""srr"": {""denominator"": 25, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 47, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 38}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 21, ""numerator"": 0}, ""srr"": {""denominator"": 25, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 47, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 47, ""numerator"": 26}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 21, ""numerator"": 0}, ""srr"": {""denominator"": 25, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
372,65737,valueRequiresStatement,1,41,1,28,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 36, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 36, ""numerator"": 25}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 36, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 39, ""numerator"": 28}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
375,52410,valueType,1,42,2,29,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 6, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 6, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 6, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 10, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 3}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
376,60094,inverse,1,42,2,35,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 12, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 16}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
381,52216,conflictWith,1,42,22,22,24,"[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74196, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 22, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 24, ""numerator"": 12}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 22, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 24, ""numerator"": 12}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 2}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 22, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 22, ""numerator"": 9}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 14, ""numerator"": 1}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
