index,constraint_id,constraint_type,density_bucket,prediction_exact_match,metric_equivalent,resolved_operation_equivalent,g0_slots,h1_slots,g0_resolved_add,g0_resolved_del,dfb_resolved_add,dfb_resolved_del,g0_events,dfb_events
151,68580,single,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",null,"[98872, 36262, 98872]",null,"[98872, 36262, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 30, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 31, ""numerator"": 14}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 18, ""numerator"": 1}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 30, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 31, ""numerator"": 14}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 18, ""numerator"": 1}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
152,57013,inverse,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",null,"[98872, 32843, 98872]",null,"[98872, 32843, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
153,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91523, 33681, 75281]",null,"[91523, 33681, 75281]",null,"[91523, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
154,53992,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31313, 77631]",null,"[98872, 31313, 77631]",null,"[98872, 31313, 77631]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 185, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 217, ""numerator"": 201}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 169, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 185, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 217, ""numerator"": 201}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 169, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
155,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91557, 33681, 75281]",null,"[91557, 33681, 75281]",null,"[91557, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
156,67492,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30332, 78506]",null,"[98872, 30332, 78506]",null,"[98872, 30332, 78506]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 35, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 39, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 35, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 39, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
157,60096,distinct,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 93936, 30780, 89986]",null,"[93936, 30780, 89986]",null,"[93936, 30780, 89986]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 8, ""numerator"": 2}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 15, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 8, ""numerator"": 2}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
158,66339,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 29916]",null,"[98872, 29803, 29916]",null,"[98872, 29803, 29916]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 48}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 48}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
159,68686,itemRequiresStatement,5_16,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",null,"[98872, 38708, 98872]",null,"[98872, 38708, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 2, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 2, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
160,55082,single,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30067, 98872]",null,"[98872, 30067, 98872]",null,"[98872, 30067, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
161,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90771, 33681, 75281]",null,"[90771, 33681, 75281]",null,"[90771, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
162,73459,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29760, 74305]",null,"[98872, 29760, 74305]",null,"[98872, 29760, 74305]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 113, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 147, ""numerator"": 142}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 106, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 113, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 147, ""numerator"": 142}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 106, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
163,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91755, 33681, 75281]",null,"[91755, 33681, 75281]",null,"[91755, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
164,56396,itemRequiresStatement,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32616, 98872]",null,"[98872, 32616, 98872]",null,"[98872, 32616, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 16}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 13, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 16}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 13, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
165,68580,single,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",null,"[98872, 36262, 98872]",null,"[98872, 36262, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
166,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91602, 33681, 75281]",null,"[91602, 33681, 75281]",null,"[91602, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
167,65158,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32695, 74305]",null,"[98872, 32695, 74305]",null,"[98872, 32695, 74305]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 172, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 214, ""numerator"": 167}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 47, ""numerator"": 1}, ""srr"": {""denominator"": 124, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 172, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 214, ""numerator"": 167}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 47, ""numerator"": 1}, ""srr"": {""denominator"": 124, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
168,72906,valueRequiresStatement,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29923, 98872]",null,"[98872, 29923, 98872]",null,"[98872, 29923, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 10, ""numerator"": -1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 10, ""numerator"": -1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
169,52397,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 76739]",null,"[98872, 30260, 76739]",null,"[98872, 30260, 76739]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 42, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 45}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 3}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 42, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 45}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 3}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
